record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes
B11-SFG-001,11,Antonica,Surefall Glade,Cloak of Jaggedpine,Quest reward armor,Back,Yes,No,,,,,,,,,,,,,,Blackburrow Brewers quest,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Cloak of Jaggedpine,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-002,11,Antonica,Surefall Glade,Medal of Merit,Quest reward jewelry,Neck,Yes,No,,,,,,,,,,,,,,Gnasher's Head quest,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Medal of Merit,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-003,11,Antonica,Surefall Glade,Raw-hide Tunic,Quest reward armor,Chest,Yes,No,,,,,,,,,,,,,,Gnasher's Head reward pool,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Raw-hide Tunic,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-004,11,Antonica,Surefall Glade,Jaggedpine Crook,Quest reward weapon,Primary,Yes,No,,,,,,,,,,,,,,Jagged Pine Crook Staff quest,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Jaggedpine Crook,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-005,11,Antonica,Surefall Glade,Rough Elm Recurve Bow,Quest reward weapon,Range,Yes,No,,,,,,,,,,,,,,Poacher's Head quest,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Rough Elm Recurve Bow,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-006,11,Antonica,Surefall Glade,Tailored Quiver,Container,Inventory,No,Yes,,,,,,,,,,,,,,Talym Shoontar's Head quest,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Tailored Quiver,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-007,11,Antonica,Surefall Glade,Poacher's Head,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,a poacher or Poacher,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Poacher's Head,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-008,11,Antonica,Surefall Glade,Barbarian Head,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Talym Shoontar,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Barbarian Head,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-009,11,Antonica,Surefall Glade,Bayle List II,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Mammoth,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Bayle List II,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-010,11,Antonica,Surefall Glade,Dried Grass Tunic,Starter armor,Chest,Yes,No,,,,,,,,,,,,,,Druid guild summons,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Dried Grass Tunic,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-011,11,Antonica,Surefall Glade,Mud Stained Tunic,Starter armor,Chest,Yes,No,,,,,,,,,,,,,,Ranger guild summons,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Mud Stained Tunic,Approved Surefall record,Quest reward or faction-sensitive source,Core,High,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-SFG-012,11,Antonica,Surefall Glade,Human Blood,Quest material,Inventory,No,Yes,,,,,,,,,,,,,,Merdan Fleetfoot or Niera Farbreeze,Unverified,,,,,,Quest reward or protected faction source,,,,,,,,,,,,,,,,,,,Human Blood,Approved Surefall record,Quest reward or faction-sensitive source,Core,Medium,https://eqlwiki.com/Surefall_Glade,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Surefall_Glade,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
