index,record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes,schema_version,record_type,record_status,source_record_id,canonical_record_id,parent_record_id,related_record_ids,display_default,searchable,record_notes,faction_risk_level,faction_hits_known,faction_gains_known,city_access_risk,merchant_access_risk,quest_access_risk,initial_disposition,protected_npc_type,faction_behavior_notes,creature_family,creature_subfamily,normalized_source_name,source_name_aliases,shared_loot_family,family_faction,family_hostility,family_zone_scope,source_variant_notes,zone_type,zone_subarea,zone_wing,zone_floor,camp_or_room,location_coordinates,location_description,navigation_notes,escape_or_exit_risk,environmental_hazards,encounter_name,encounter_type,encounter_tier,encounter_group_size,encounter_raid_size,encounter_difficulty,encounter_trigger,encounter_scripted,encounter_phases,encounter_adds,encounter_failure_condition,encounter_reset_behavior,encounter_notes,placeholder_npc,placeholder_cycle,spawn_probability,spawn_count,spawn_window,respawn_variance,despawn_condition,spawn_dependencies,spawn_guaranteed,spawn_mechanics_notes,instance_status,instance_type,instance_name,instance_entry_method,instance_reuse_timer,loot_lockout_type,loot_lockout_duration,lockout_scope,lockout_applies_per_npc,lockout_applies_per_instance,lockout_bypass_conditions,instance_notes,loot_delivery_method,loot_container_name,loot_table_name,loot_table_tier,loot_pool_type,loot_roll_type,loot_quantity_min,loot_quantity_max,loot_slots_reported,loot_selection_behavior,shared_loot_notes,currency_drop,loot_delivery_notes,drop_rate_type,drop_rate_numerator,drop_rate_denominator,drop_rate_sample_size,drop_rate_pool_probability,drop_rate_item_probability,drop_rate_source,drop_rate_confidence,drop_rate_conditions,access_requirement,access_key_item,access_key_consumed,access_quest,minimum_recommended_level,minimum_group_size,minimum_raid_size,class_role_requirements,door_or_lock_requirement,levitation_required,underwater_required,resist_requirements,corpse_recovery_difficulty,bind_or_reentry_notes,access_notes,encounter_hp,encounter_ac,damage_per_hit_min,damage_per_hit_max,attacks_per_round,aoe_effects,single_target_effects,debuffs,summons_players,enrages,rampage,flurry,banishes,mem_blur,charm,fear,death_touch,resist_profile,immunity_profile,combat_mechanics_notes,raid_target,raid_classification,raid_progression_role,raid_prerequisite,contested_status,racing_or_engagement_rules,racing_line,open_world_competition,recommended_composition,raid_notes,quest_name,quest_step,quest_role,epic_class,progression_category,required_for_access,required_for_spawn,required_for_turn_in,reward_type,quest_dependency_notes,content_availability,availability_context,availability_start,availability_end,availability_condition,beta_availability_status,launch_availability_status,instance_availability_status,compatibility_action,compatibility_reason,custom_tags,alternate_names,content_group_id,data_extension_json
37,B25-SOLA-META-004,25,Antonica,Solusek's Eye,Fire-goblin taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B25-SOLA-META-004,,,No,No,"Young, Cinder, Flame, Fire, Inferno, and Solusek ranks remain separate from combat class and named role.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Fire-goblin taxonomy,,,,,,,,,,,,"Young, Cinder, Flame, Fire, Inferno, and Solusek ranks remain separate from combat class and named role.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,taxonomy,,B25-SOLA,
38,B25-SOLA-META-005,25,Antonica,Solusek's Eye,Solusek Mining Company taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B25-SOLA-META-005,,,No,No,"Gnomes and clockwork models form a separate organization, faction, and assist network.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Solusek Mining Company taxonomy,,,,,,,,,,,,"Gnomes and clockwork models form a separate organization, faction, and assist network.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,taxonomy;faction,,B25-SOLA,
39,B25-SOLA-META-006,25,Antonica,Solusek's Eye,Goblins of Fire Peak framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B25-SOLA-META-006,,,No,No,"Named and ordinary fire goblins generally use Goblins of Fire Peak, with encounter-specific exceptions and gains.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Goblins of Fire Peak framework,,,,,,,,,,,,"Named and ordinary fire goblins generally use Goblins of Fire Peak, with encounter-specific exceptions and gains.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,faction,,B25-SOLA,
40,B25-SOLA-META-007,25,Antonica,Solusek's Eye,Mining-company faction consequences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B25-SOLA-META-007,,,No,No,Attacking gnomes or clockworks may affect Ak'Anon-linked factions and merchant access.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Mining-company faction consequences,,,,,,,,,,,,Attacking gnomes or clockworks may affect Ak'Anon-linked factions and merchant access.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,faction-risk,,B25-SOLA,
41,B25-SOLA-META-008,25,Antonica,Solusek's Eye,Sol B boundary and access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B25-SOLA-META-008,,,No,No,Multiple Nagafen's Lair transitions are access metadata only; Sol B loot is excluded.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Sol B boundary and access,,,,,,,,,,,,Multiple Nagafen's Lair transitions are access metadata only; Sol B loot is excluded.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,batch-boundary;access,,B25-SOLA,
42,B25-SOLA-META-009,25,Antonica,Solusek's Eye,Sol A operational hazards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B25-SOLA-META-009,,,No,No,"Lava, pits, invisibility detection, runners, bad pathing, clockwork assist, and Sol B trains are major hazards.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Sol A operational hazards,,,,,,,,,,,,"Lava, pits, invisibility detection, runners, bad pathing, clockwork assist, and Sol B trains are major hazards.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,hazards,,B25-SOLA,
43,B25-SOLA-ENC-001,25,Antonica,Solusek's Eye,Lavastorm primary entrance,,,,,,,,,,,,,,,,,,,,,,,,18-24,,,,,,Zone-line trains,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-001,,,No,No,Primary Sol A entrance from Lavastorm.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Entrance,,,Lavastorm zone line,,,,,,Lavastorm primary entrance,Access Network,,,,,,,,,,,Primary Sol A entrance from Lavastorm.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
44,B25-SOLA-ENC-002,25,Antonica,Solusek's Eye,Young and Cinder Goblin entrance population,,,,,,,,,,,,,,,,,,,,,,,,18-24,,,,,,Runners,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-002,,,No,No,Low-rank fire-goblin population.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Entrance halls,,,Entrance population,,,,,,Young and Cinder Goblin entrance population,Shared Population,,,,,,,,,,,Low-rank fire-goblin population.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
45,B25-SOLA-ENC-003,25,Antonica,Solusek's Eye,Inferno Goblin Captain room,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,Named cycle unresolved,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-003,,,No,No,Charred Boots and Charred Gauntlets.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Goblin halls,,,Captain room,,,,,,Inferno Goblin Captain room,Named Encounter,,,,,,,,,,,Charred Boots and Charred Gauntlets.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
46,B25-SOLA-ENC-004,25,Antonica,Solusek's Eye,Flame Goblin Foreman room,,,,,,,,,,,,,,,,,,,,,,,,22-28,,,,,,Goblin social aggro,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-004,,,No,No,Foreman's Tunic and Obsidian Scimitar.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Foreman branch,,,Foreman room,,,,,,Flame Goblin Foreman room,Named Encounter,,,,,,,,,,,Foreman's Tunic and Obsidian Scimitar.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
47,B25-SOLA-ENC-005,25,Antonica,Solusek's Eye,Kindle room,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,Independent faction,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-005,,,No,No,Fire Imp named with Obsidian Ring and Impskin Gloves.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Kindle branch,,,Kindle room,,,,,,Kindle room,Named Encounter,,,,,,,,,,,Fire Imp named with Obsidian Ring and Impskin Gloves.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
48,B25-SOLA-ENC-006,25,Antonica,Solusek's Eye,Fire-elemental pit traps,,,,,,,,,,,,,,,,,,,,,,,,25-35,,,,,,Lava and pit hazards,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-006,,,No,No,Elementals occupy pit traps and may see invisibility.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Elemental branch,,,Trap pits,,,,,,Fire-elemental pit traps,Hazard / Population,,,,,,,,,,,Elementals occupy pit traps and may see invisibility.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
49,B25-SOLA-ENC-007,25,Antonica,Solusek's Eye,Reckless Efreeti room,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,70-minute classic PH,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-007,,,No,No,Stationary Blazing Elemental placeholder and unresolved special current timer.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Elemental branch,,,Efreeti room,,,,,,Reckless Efreeti room,Special Named,,,,,,,,,,,Stationary Blazing Elemental placeholder and unresolved special current timer.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
50,B25-SOLA-ENC-008,25,Antonica,Solusek's Eye,Kobold Predator corridor,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,Low listed probability,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-008,,,No,No,Wandering rare kobold source.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Kobold corridor,,,Predator route,,,,,,Kobold Predator corridor,Rare Named,,,,,,,,,,,Wandering rare kobold source.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
51,B25-SOLA-ENC-009,25,Antonica,Solusek's Eye,Goblin bar approach,,,,,,,,,,,,,,,,,,,,,,,,24-30,,,,,,Bad pathing,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-009,,,No,No,Mixed fire/inferno goblin route with pathing risk.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Bar complex,,,Bar approach,,,,,,Goblin bar approach,Camp Population,,,,,,,,,,,Mixed fire/inferno goblin route with pathing risk.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
52,B25-SOLA-ENC-010,25,Antonica,Solusek's Eye,Fire Goblin Bartender room,,,,,,,,,,,,,,,,,,,,,,,,24-30,,,,,,Caster adds,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-010,,,No,No,Drake-hide Leggings and Sleeves.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Bar complex,,,Bartender room,,,,,,Fire Goblin Bartender room,Named Encounter,,,,,,,,,,,Drake-hide Leggings and Sleeves.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
53,B25-SOLA-ENC-011,25,Antonica,Solusek's Eye,Fire Goblin Drunkard room,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,Placeholder family,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-011,,,No,No,Fire Crystal Staff and Frothy Goblin Tonic.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Bar complex,,,Drunkard room,,,,,,Fire Goblin Drunkard room,Named Encounter,,,,,,,,,,,Fire Crystal Staff and Frothy Goblin Tonic.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
54,B25-SOLA-ENC-012,25,Antonica,Solusek's Eye,Goblin High Shaman room,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,Shaman spells,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-012,,,No,No,Glowing Stone Band and Platinum Dragon Totem.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,High Shaman branch,,,High Shaman room,,,,,,Goblin High Shaman room,Named Encounter,,,,,,,,,,,Glowing Stone Band and Platinum Dragon Totem.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
